ELECTION_DISTRICT,DISTRICT,TOWN,BALLOT_BOX,ELECTION_CENTRE,CENTRE,PARTY,VOTES
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,20
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,40
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,99
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),13
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,49
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,14
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΠΝΟΗ ΛΑΟΥ,4
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,004,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),45
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,10
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΑΛΛΗΛΕΓΓΥΗ,12
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,12
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΑΦΥΠΝΙΣΗ -2020-,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,26
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,31
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,80
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),8
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,34
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,8
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,2
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΠΝΟΗ ΛΑΟΥ,6
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,005,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),30
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,12
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΛΛΗΛΕΓΓΥΗ,9
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,20
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΦΥΠΝΙΣΗ -2020-,2
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,17
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,48
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,94
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),21
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,4
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,33
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,12
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΠΝΟΗ ΛΑΟΥ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,1
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,006,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ ΣΤ,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),20
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,5
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΑΛΛΗΛΕΓΓΥΗ,2
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,2
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΑΦΥΠΝΙΣΗ -2020-,1
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,28
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,25
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,62
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),10
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,1
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,10
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,007,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΟΥ,ΚΕΝΤΡΟ Ζ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,11
